dataset,status,sender,receiver,n_samples,n_eligible_samples,n_eligible_donors,min_cells
"JCI2024","Stricture","Plasma::Transitional B","Mesenchymal_stromal",6,0,0,10
"JCI2024","Stricture","Plasma::Transitional B","Myeloid",6,0,0,10
"JCI2024","Stricture","Plasma::Transitional B","T_NK",6,0,0,10
"JCI2024","Stricture","Endothelial","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","Endothelial","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","Endothelial","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","Endothelial","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","Endothelial","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","Endothelial","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","Endothelial","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","Endothelial","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","Endothelial","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","Endothelial","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","Endothelial","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","Endothelial","Plasma::Transitional B",6,0,0,10
"JCI2024","Stricture","Epithelial","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","Epithelial","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","Epithelial","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","Epithelial","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","Epithelial","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","Epithelial","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","Epithelial","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","Epithelial","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","Epithelial","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","Epithelial","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","Epithelial","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","Epithelial","Plasma::Transitional B",6,0,0,10
"JCI2024","Stricture","Mast","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","Mast","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","Mast","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","Mast","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","Mast","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","Mast","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","Mast","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","Mast","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","Mast","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","Mast","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","Mast","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","Mast","Plasma::Transitional B",6,0,0,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","Mesenchymal_stromal","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","Mesenchymal_stromal","Plasma::Transitional B",6,0,0,10
"JCI2024","Stricture","Myeloid","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","Myeloid","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","Myeloid","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","Myeloid","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","Myeloid","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","Myeloid","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","Myeloid","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","Myeloid","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","Myeloid","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","Myeloid","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","Myeloid","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","Myeloid","Plasma::Transitional B",6,0,0,10
"JCI2024","Stricture","T_NK","B_cell::ActB3",6,3,3,10
"JCI2024","Stricture","T_NK","B_cell::CSM",6,6,6,10
"JCI2024","Stricture","T_NK","B_cell::Centroblast B",6,2,2,10
"JCI2024","Stricture","T_NK","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Stricture","T_NK","B_cell::DN2",6,6,6,10
"JCI2024","Stricture","T_NK","B_cell::IgM-only",6,4,4,10
"JCI2024","Stricture","T_NK","B_cell::MZ",6,1,1,10
"JCI2024","Stricture","T_NK","B_cell::Naïve B",6,6,6,10
"JCI2024","Stricture","T_NK","Plasma::Activated plasma",6,6,6,10
"JCI2024","Stricture","T_NK","Plasma::IgA plasma",6,6,6,10
"JCI2024","Stricture","T_NK","Plasma::IgG plasma",6,6,6,10
"JCI2024","Stricture","T_NK","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","Endothelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","Epithelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","Mast",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","Myeloid",6,0,0,10
"JCI2024","Non-stricture","B_cell::ActB3","T_NK",6,0,0,10
"JCI2024","Non-stricture","B_cell::CSM","Endothelial",6,6,6,10
"JCI2024","Non-stricture","B_cell::CSM","Epithelial",6,6,6,10
"JCI2024","Non-stricture","B_cell::CSM","Mast",6,6,6,10
"JCI2024","Non-stricture","B_cell::CSM","Mesenchymal_stromal",6,6,6,10
"JCI2024","Non-stricture","B_cell::CSM","Myeloid",6,6,6,10
"JCI2024","Non-stricture","B_cell::CSM","T_NK",6,6,6,10
"JCI2024","Non-stricture","B_cell::Centroblast B","Endothelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centroblast B","Epithelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centroblast B","Mast",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centroblast B","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centroblast B","Myeloid",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centroblast B","T_NK",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","Endothelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","Epithelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","Mast",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","Myeloid",6,0,0,10
"JCI2024","Non-stricture","B_cell::Centrocyte B","T_NK",6,0,0,10
"JCI2024","Non-stricture","B_cell::DN2","Endothelial",6,4,4,10
"JCI2024","Non-stricture","B_cell::DN2","Epithelial",6,4,4,10
"JCI2024","Non-stricture","B_cell::DN2","Mast",6,4,4,10
"JCI2024","Non-stricture","B_cell::DN2","Mesenchymal_stromal",6,4,4,10
"JCI2024","Non-stricture","B_cell::DN2","Myeloid",6,4,4,10
"JCI2024","Non-stricture","B_cell::DN2","T_NK",6,4,4,10
"JCI2024","Non-stricture","B_cell::IgM-only","Endothelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::IgM-only","Epithelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::IgM-only","Mast",6,0,0,10
"JCI2024","Non-stricture","B_cell::IgM-only","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","B_cell::IgM-only","Myeloid",6,0,0,10
"JCI2024","Non-stricture","B_cell::IgM-only","T_NK",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","Endothelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","Epithelial",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","Mast",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","Myeloid",6,0,0,10
"JCI2024","Non-stricture","B_cell::MZ","T_NK",6,0,0,10
"JCI2024","Non-stricture","B_cell::Naïve B","Endothelial",6,2,2,10
"JCI2024","Non-stricture","B_cell::Naïve B","Epithelial",6,2,2,10
"JCI2024","Non-stricture","B_cell::Naïve B","Mast",6,2,2,10
"JCI2024","Non-stricture","B_cell::Naïve B","Mesenchymal_stromal",6,2,2,10
"JCI2024","Non-stricture","B_cell::Naïve B","Myeloid",6,2,2,10
"JCI2024","Non-stricture","B_cell::Naïve B","T_NK",6,2,2,10
"JCI2024","Non-stricture","Plasma::Activated plasma","Endothelial",6,6,6,10
"JCI2024","Non-stricture","Plasma::Activated plasma","Epithelial",6,6,6,10
"JCI2024","Non-stricture","Plasma::Activated plasma","Mast",6,6,6,10
"JCI2024","Non-stricture","Plasma::Activated plasma","Mesenchymal_stromal",6,6,6,10
"JCI2024","Non-stricture","Plasma::Activated plasma","Myeloid",6,6,6,10
"JCI2024","Non-stricture","Plasma::Activated plasma","T_NK",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","Endothelial",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","Epithelial",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","Mast",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","Mesenchymal_stromal",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","Myeloid",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgA plasma","T_NK",6,6,6,10
"JCI2024","Non-stricture","Plasma::IgG plasma","Endothelial",6,1,1,10
"JCI2024","Non-stricture","Plasma::IgG plasma","Epithelial",6,1,1,10
"JCI2024","Non-stricture","Plasma::IgG plasma","Mast",6,1,1,10
"JCI2024","Non-stricture","Plasma::IgG plasma","Mesenchymal_stromal",6,1,1,10
"JCI2024","Non-stricture","Plasma::IgG plasma","Myeloid",6,1,1,10
"JCI2024","Non-stricture","Plasma::IgG plasma","T_NK",6,1,1,10
"JCI2024","Non-stricture","Plasma::Transitional B","Endothelial",6,0,0,10
"JCI2024","Non-stricture","Plasma::Transitional B","Epithelial",6,0,0,10
"JCI2024","Non-stricture","Plasma::Transitional B","Mast",6,0,0,10
"JCI2024","Non-stricture","Plasma::Transitional B","Mesenchymal_stromal",6,0,0,10
"JCI2024","Non-stricture","Plasma::Transitional B","Myeloid",6,0,0,10
"JCI2024","Non-stricture","Plasma::Transitional B","T_NK",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","Endothelial","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","Endothelial","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","Endothelial","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","Endothelial","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","Endothelial","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","Endothelial","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","Endothelial","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","Epithelial","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","Epithelial","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","Epithelial","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","Epithelial","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","Epithelial","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","Epithelial","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","Epithelial","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","Mast","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","Mast","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","Mast","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","Mast","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","Mast","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","Mast","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","Mast","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","Mesenchymal_stromal","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","Mesenchymal_stromal","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","Myeloid","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","Myeloid","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","Myeloid","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","Myeloid","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","Myeloid","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","Myeloid","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","Myeloid","Plasma::Transitional B",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::ActB3",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::CSM",6,6,6,10
"JCI2024","Non-stricture","T_NK","B_cell::Centroblast B",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::Centrocyte B",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::DN2",6,4,4,10
"JCI2024","Non-stricture","T_NK","B_cell::IgM-only",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::MZ",6,0,0,10
"JCI2024","Non-stricture","T_NK","B_cell::Naïve B",6,2,2,10
"JCI2024","Non-stricture","T_NK","Plasma::Activated plasma",6,6,6,10
"JCI2024","Non-stricture","T_NK","Plasma::IgA plasma",6,6,6,10
"JCI2024","Non-stricture","T_NK","Plasma::IgG plasma",6,1,1,10
"JCI2024","Non-stricture","T_NK","Plasma::Transitional B",6,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","Endothelial",12,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","Epithelial",12,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","Mast",12,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","Mesenchymal_stromal",12,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","Myeloid",12,0,0,10
"SCP1884","Inflamed","B_cell::ActB3","T_NK",12,0,0,10
"SCP1884","Inflamed","B_cell::CSM","Endothelial",12,6,6,10
"SCP1884","Inflamed","B_cell::CSM","Epithelial",12,6,6,10
"SCP1884","Inflamed","B_cell::CSM","Mast",12,4,4,10
"SCP1884","Inflamed","B_cell::CSM","Mesenchymal_stromal",12,6,6,10
"SCP1884","Inflamed","B_cell::CSM","Myeloid",12,6,6,10
"SCP1884","Inflamed","B_cell::CSM","T_NK",12,6,6,10
"SCP1884","Inflamed","B_cell::Centroblast B","Endothelial",12,2,2,10
"SCP1884","Inflamed","B_cell::Centroblast B","Epithelial",12,2,2,10
"SCP1884","Inflamed","B_cell::Centroblast B","Mast",12,2,2,10
"SCP1884","Inflamed","B_cell::Centroblast B","Mesenchymal_stromal",12,2,2,10
"SCP1884","Inflamed","B_cell::Centroblast B","Myeloid",12,2,2,10
"SCP1884","Inflamed","B_cell::Centroblast B","T_NK",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","Endothelial",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","Epithelial",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","Mast",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","Mesenchymal_stromal",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","Myeloid",12,2,2,10
"SCP1884","Inflamed","B_cell::Centrocyte B","T_NK",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","Endothelial",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","Epithelial",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","Mast",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","Mesenchymal_stromal",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","Myeloid",12,2,2,10
"SCP1884","Inflamed","B_cell::DN2","T_NK",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","Endothelial",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","Epithelial",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","Mast",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","Mesenchymal_stromal",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","Myeloid",12,2,2,10
"SCP1884","Inflamed","B_cell::IgM-only","T_NK",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","Endothelial",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","Epithelial",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","Mast",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","Mesenchymal_stromal",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","Myeloid",12,2,2,10
"SCP1884","Inflamed","B_cell::MZ","T_NK",12,2,2,10
"SCP1884","Inflamed","B_cell::Naïve B","Endothelial",12,4,4,10
"SCP1884","Inflamed","B_cell::Naïve B","Epithelial",12,4,4,10
"SCP1884","Inflamed","B_cell::Naïve B","Mast",12,3,3,10
"SCP1884","Inflamed","B_cell::Naïve B","Mesenchymal_stromal",12,4,4,10
"SCP1884","Inflamed","B_cell::Naïve B","Myeloid",12,4,4,10
"SCP1884","Inflamed","B_cell::Naïve B","T_NK",12,4,4,10
"SCP1884","Inflamed","Plasma::Activated plasma","Endothelial",12,8,8,10
"SCP1884","Inflamed","Plasma::Activated plasma","Epithelial",12,7,7,10
"SCP1884","Inflamed","Plasma::Activated plasma","Mast",12,8,8,10
"SCP1884","Inflamed","Plasma::Activated plasma","Mesenchymal_stromal",12,8,8,10
"SCP1884","Inflamed","Plasma::Activated plasma","Myeloid",12,8,8,10
"SCP1884","Inflamed","Plasma::Activated plasma","T_NK",12,8,8,10
"SCP1884","Inflamed","Plasma::IgA plasma","Endothelial",12,11,11,10
"SCP1884","Inflamed","Plasma::IgA plasma","Epithelial",12,10,10,10
"SCP1884","Inflamed","Plasma::IgA plasma","Mast",12,8,8,10
"SCP1884","Inflamed","Plasma::IgA plasma","Mesenchymal_stromal",12,11,11,10
"SCP1884","Inflamed","Plasma::IgA plasma","Myeloid",12,11,11,10
"SCP1884","Inflamed","Plasma::IgA plasma","T_NK",12,11,11,10
"SCP1884","Inflamed","Plasma::IgG plasma","Endothelial",12,6,6,10
"SCP1884","Inflamed","Plasma::IgG plasma","Epithelial",12,6,6,10
"SCP1884","Inflamed","Plasma::IgG plasma","Mast",12,6,6,10
"SCP1884","Inflamed","Plasma::IgG plasma","Mesenchymal_stromal",12,6,6,10
"SCP1884","Inflamed","Plasma::IgG plasma","Myeloid",12,6,6,10
"SCP1884","Inflamed","Plasma::IgG plasma","T_NK",12,6,6,10
"SCP1884","Inflamed","Plasma::Transitional B","Endothelial",12,0,0,10
"SCP1884","Inflamed","Plasma::Transitional B","Epithelial",12,0,0,10
"SCP1884","Inflamed","Plasma::Transitional B","Mast",12,0,0,10
"SCP1884","Inflamed","Plasma::Transitional B","Mesenchymal_stromal",12,0,0,10
"SCP1884","Inflamed","Plasma::Transitional B","Myeloid",12,0,0,10
"SCP1884","Inflamed","Plasma::Transitional B","T_NK",12,0,0,10
"SCP1884","Inflamed","Endothelial","B_cell::ActB3",12,0,0,10
"SCP1884","Inflamed","Endothelial","B_cell::CSM",12,6,6,10
"SCP1884","Inflamed","Endothelial","B_cell::Centroblast B",12,2,2,10
"SCP1884","Inflamed","Endothelial","B_cell::Centrocyte B",12,2,2,10
"SCP1884","Inflamed","Endothelial","B_cell::DN2",12,2,2,10
"SCP1884","Inflamed","Endothelial","B_cell::IgM-only",12,2,2,10
"SCP1884","Inflamed","Endothelial","B_cell::MZ",12,2,2,10
"SCP1884","Inflamed","Endothelial","B_cell::Naïve B",12,4,4,10
"SCP1884","Inflamed","Endothelial","Plasma::Activated plasma",12,8,8,10
"SCP1884","Inflamed","Endothelial","Plasma::IgA plasma",12,11,11,10
"SCP1884","Inflamed","Endothelial","Plasma::IgG plasma",12,6,6,10
"SCP1884","Inflamed","Endothelial","Plasma::Transitional B",12,0,0,10
"SCP1884","Inflamed","Epithelial","B_cell::ActB3",12,0,0,10
"SCP1884","Inflamed","Epithelial","B_cell::CSM",12,6,6,10
"SCP1884","Inflamed","Epithelial","B_cell::Centroblast B",12,2,2,10
"SCP1884","Inflamed","Epithelial","B_cell::Centrocyte B",12,2,2,10
"SCP1884","Inflamed","Epithelial","B_cell::DN2",12,2,2,10
"SCP1884","Inflamed","Epithelial","B_cell::IgM-only",12,2,2,10
"SCP1884","Inflamed","Epithelial","B_cell::MZ",12,2,2,10
"SCP1884","Inflamed","Epithelial","B_cell::Naïve B",12,4,4,10
"SCP1884","Inflamed","Epithelial","Plasma::Activated plasma",12,7,7,10
"SCP1884","Inflamed","Epithelial","Plasma::IgA plasma",12,10,10,10
"SCP1884","Inflamed","Epithelial","Plasma::IgG plasma",12,6,6,10
"SCP1884","Inflamed","Epithelial","Plasma::Transitional B",12,0,0,10
"SCP1884","Inflamed","Mast","B_cell::ActB3",12,0,0,10
"SCP1884","Inflamed","Mast","B_cell::CSM",12,4,4,10
"SCP1884","Inflamed","Mast","B_cell::Centroblast B",12,2,2,10
"SCP1884","Inflamed","Mast","B_cell::Centrocyte B",12,2,2,10
"SCP1884","Inflamed","Mast","B_cell::DN2",12,2,2,10
"SCP1884","Inflamed","Mast","B_cell::IgM-only",12,2,2,10
"SCP1884","Inflamed","Mast","B_cell::MZ",12,2,2,10
"SCP1884","Inflamed","Mast","B_cell::Naïve B",12,3,3,10
"SCP1884","Inflamed","Mast","Plasma::Activated plasma",12,8,8,10
"SCP1884","Inflamed","Mast","Plasma::IgA plasma",12,8,8,10
"SCP1884","Inflamed","Mast","Plasma::IgG plasma",12,6,6,10
"SCP1884","Inflamed","Mast","Plasma::Transitional B",12,0,0,10
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::ActB3",12,0,0,10
"SCP1884","Inflamed","Mesenchymal_stromal","B_cell::CSM",12,6,6,10
